Year,Rank,Artist,Song,Song_genre,Genre,relevant_genres,primary_genre
2012,24,David Guetta,Titanium,Titanium,"['dance', 'electronic', 'David Guetta', 'pop', 'just love it']",['pop'],pop
2012,25,Jason Mraz,I Won’t Give Up,I Wont Give Up,"['pop', 'Love', 'indie', 'jason mraz', '10s']","['pop', 'indie']",pop
2012,26,Bruno Mars,It Will Rain,It Will Rain,"['pop', 'Love', 'soul', 'Bruno Mars', 'Soundtrack']","['pop', 'soul']",pop
2012,28,Justin Bieber,Boyfriend,Boyfriend,"['pop', 'sexy', '2012', 'justin bieber', 'biebstep']",['pop'],pop
2012,29,LMFAO,Party Rock Anthem,Party Rock Anthem,"['dance', 'electronic', 'pop', '2011', 'lmfao']",['pop'],pop
2012,30,Alex Clare,Too Close,Too Close,"['dubstep', 'electronic', 'pop', 'soul', 'british']","['pop', 'soul']",pop
2012,31,Katy Perry,Part Of Me,Part Of Me,"['pop', 'katy perry', 'female vocalists', 'dance', '2012']",['pop'],pop
2012,32,Snoop Dogg and Wiz Khalifa,"Young, Wild & Free","Young, Wild & Free","['Hip-Hop', 'rap', 'hip hop', 'pop', 'happy']","['Hip-Hop', 'rap', 'hip hop', 'pop']",hip hop
2012,33,Taylor Swift,We Are Never Ever Getting Back Together,We Are Never Ever Getting Back Together,"['pop', 'taylor swift', 'country', 'country pop', 'red']","['pop', 'country']",pop
2012,34,Justin Bieber,As Long as You Love Me,As Long as You Love Me,"['justin bieber', 'As Long As You Love Me', 'pop', 'rap', 'Hip-Hop']","['pop', 'rap', 'Hip-Hop']",pop
2012,35,David Guetta,Turn Me On,Turn Me On,"['pop', 'dance', 'rnb', '2012', 'nicki minaj']","['pop', 'rnb']",pop
2012,36,Maroon 5,Moves Like Jagger,Moves Like Jagger,"['pop', 'dance', 'pop rock', 'rock', '2011']","['pop', 'rock']",pop
2012,37,P!nk,Blow Me (One Last Kiss),Blow Me (One Last Kiss),"['pop', 'pop rock', 'female vocalists', 'pink', 'rock']","['pop', 'rock']",pop
2012,38,Owl City,Good Time,Good Time,"['pop', 'electropop', '2012', 'my fave tracks', 'female vocalists']",['pop'],pop
2012,39,Demi Lovato,Give Your Heart A Break,Give Your Heart A Break,"['pop', 'Demi Lovato', 'Unbroken', 'female vocalists', 'amazing']",['pop'],pop
2012,40,Jay Z,Ni**As In Paris,Ni**As In Paris,"['hip hop', 'rap', 'Hip-Hop', 'that shit cray', '10s']","['hip hop', 'rap', 'Hip-Hop']",hip hop
2012,41,Katy Perry,The One That Got Away,The One That Got Away,"['pop', 'katy perry', 'female vocalists', 'Love', 'relax']",['pop'],pop
2012,42,Calvin Harris,Feel So Close,Feel So Close,"['dance', 'electronic', 'pop', 'House', 'electronica']",['pop'],pop
2012,43,Adele,Someone Like You,Someone Like You,"['Adele', 'soul', 'piano', 'british', 'female vocals']",['soul'],soul
2012,44,Usher,Scream,Scream,"['dance', 'pop', '2012', 'rnb', 'electropop']","['pop', 'rnb']",pop
2012,45,Tyga,Rack City,Rack City,"['rap', 'rack city', 'Hip-Hop', 'Tyga-Rack City', 'hip hop']","['rap', 'Hip-Hop', 'hip hop']",rap
2012,46,Jessie J,Domino,Domino,"['pop', 'dance', 'female vocalists', 'pop rock', 'domino']",['pop'],pop
2012,47,PSY,Gangnam Style,Gangnam Style,"['k-pop', 'dance', 'pop', 'Korean', 'psy']",['pop'],pop
2012,48,Pitbull,International Love,International Love,"['pop', 'Pitbull', 'dance', 'Chris Brown', 'rap']","['pop', 'rap']",pop
2012,49,Phillip Phillips,Home,Home,"['folk', 'country', 'indie folk', 'acoustic', '10s']",['country'],country
2012,50,David Guetta,Without You,Without You,"['dance', 'David Guetta', 'pop', 'Usher', 'male vocalists']",['pop'],pop
2012,51,Gym Class Heroes,Ass Back Home,Ass Back Home,"['pop', '2012', 'Hip-Hop', 'female vocalists', 'dance']","['pop', 'Hip-Hop']",pop
2012,52,Hunter Hayes,Wanted,Wanted,"['country', 'Love', 'modern country', '10s', 'singer-songwriter']",['country'],country
2012,53,Luke Bryan,Drunk On You,Drunk On You,"['country', 'Luke Bryan', 'modern country', 'new country', 'top country']",['country'],country
2012,54,2 Chainz,No Lie,No Lie,"['Hip-Hop', 'rap', 'music', 'no lie', '2012']","['Hip-Hop', 'rap']",hip hop
2012,55,Cher Lloyd,Want U Back,Want U Back,"['pop', 'cher lloyd', 'dance', 'british', 'hip hop']","['pop', 'hip hop']",pop
2012,57,Big Sean,Dance (A$$),Dance (A$$),"['Hip-Hop', 'big sean', 'dance', 'rap', 'hip hop']","['Hip-Hop', 'rap', 'hip hop']",hip hop
2012,58,Eric Church,Springsteen,Springsteen,"['country', 'eric church', 'jazzyscountry', 'singer-songwriter', 'alt country']",['country'],country
2012,59,Karmin,Brokenhearted,Brokenhearted,"['pop', 'karmin', 'catchy', '2012', 'love at first listen']",['pop'],pop
2012,60,Gavin DeGraw,Not Over You,Not Over You,"['pop', 'male vocalists', '2011', 'love at first listen', '2010s']",['pop'],pop
2012,61,Gym Class Heroes,Stereo Hearts,Stereo Hearts,"['Hip-Hop', 'pop', 'hip hop', 'adam levine', 'gym class heroes']","['Hip-Hop', 'pop', 'hip hop']",hip hop
2012,62,Pitbull,Back In Time,Back In Time,"['Hip-Hop', 'rap', 'Pitbull', '2012', 'Soundtrack']","['Hip-Hop', 'rap']",hip hop
2012,63,J. Cole,Work Out,Work Out,"['rap', 'j cole', 'Hip-Hop', 'hip hop', '2011']","['rap', 'Hip-Hop', 'hip hop']",rap
2012,64,Adele,Rumour Has It,Rumour Has It,"['soul', 'pop', 'female vocalists', 'Adele', 'british']","['soul', 'pop']",soul
2012,65,Calvin Harris,Let’s Go,Lets Go,"['dance', 'electronic', 'pop', '2012', '10s']",['pop'],pop
2012,66,Carrie Underwood,Good Girl,Good Girl,"['country', 'pop', 'Carrie Underwood', 'country rock', 'female vocalists']","['country', 'pop']",country
2012,67,Little Big Town,Pontoon,Pontoon,"['country', 'summer', 'my favorite', 'fun country', 'pontoon little big town']",['country'],country
2012,68,The Lumineers,Ho Hey,Ho Hey,"['indie', 'folk', 'alternative', 'folk rock', 'Love']",['indie'],indie
2012,69,Coldplay,Paradise,Paradise,"['rock', 'alternative rock', 'british', 'alternative', 'britpop']",['rock'],rock
2012,70,Carrie Underwood,Blown Away,Blown Away,"['country', 'female vocalists', 'Blown away', '2012', '10s']",['country'],country
2012,71,Adele,Rolling In The Deep,Rolling In The Deep,"['soul', 'Adele', 'female vocalists', 'pop', 'british']","['soul', 'pop']",soul
2012,72,Usher,Climax,Climax,"['rnb', 'Usher', '2012', 'soul', 'r&b']","['rnb', 'soul', 'r&b']",r&b
2012,73,Wiz Khalifa,"Work Hard, Play Hard","Work Hard, Play Hard","['Hip-Hop', 'work hard play hard', 'hip hop', 'rap', '2012']","['Hip-Hop', 'hip hop', 'rap']",hip hop
2012,74,Ne-Yo,Let Me Love You (Until You Learn To Love Yourself),Let Me Love You (Until You Learn To Love Yourself),"['pop', 'dance', 'rnb', 'Love', 'electronic']","['pop', 'rnb']",pop
2012,75,Nicki Minaj,Pound The Alarm,Pound The Alarm,"['pop', 'dance', 'nicki minaj', 'party', '2012']",['pop'],pop
2012,76,Kenny Chesney,Come Over,Come Over,"['country', 'male', 'alternative', '2012', 'favorites']",['country'],country
2012,77,Trey Songz,Heart Attack,Heart Attack,"['rnb', 'r&b', 'Heart attack', '2012 single', 'Love']","['rnb', 'r&b']",r&b
2012,78,Kirko Bangz,Drank In My Cup,Drank In My Cup,"['rap', 'Hip-Hop', 'hip hop', 'drank', 'national socialist black metal']","['rap', 'Hip-Hop', 'hip hop']",rap
2012,79,Rihanna,Birthday Cake,Birthday Cake,"['pop', 'cake cake cake cake cake cake cake cake', 'sexy', 'Rihanna', 'catchy']",['pop'],pop
2012,80,B.o.B,So Good,So Good,"['Hip-Hop', 'pop', 'rap', '2012', 'pop rap']","['Hip-Hop', 'pop', 'rap']",hip hop
2012,81,Train,50 Ways To Say Goodbye,50 Ways To Say Goodbye,"['rock', 'pop', 'alternative', 'alternative rock', 'train']","['rock', 'pop']",rock
2012,82,Toby Keith,Red Solo Cup,Red Solo Cup,"['country', 'toby keith', 'drinking song', 'great song', 'funny']",['country'],country
2012,83,Selena Gomez,Love You Like A Love Song,Love You Like A Love Song,"['pop', 'Selena Gomez', 'i know i should not like it but i am so sorry i do', 'female vocalists', 'love at first listen']",['pop'],pop
2012,84,Chris Brown,Turn Up The Music,Turn Up The Music,"['Chris Brown', 'dance', 'pop', '2012', 'oh my god this song is amazing']",['pop'],pop
2012,85,Ke$ha,Die Young,Die Young,"['pop', 'dance', 'party', 'female vocalists', 'catchy']",['pop'],pop
2012,87,Christina Perri,A Thousand Years,A Thousand Years,"['pop', 'Soundtrack', 'love at first listen', 'female vocalists', 'breaking dawn']",['pop'],pop
2012,88,Jason Aldean,Take A Little Ride,Take A Little Ride,"['country', '2012', 'Jason Aldean', 'great song', 'modern country']",['country'],country
2012,89,Rihanna,You Da One,You Da One,"['pop', 'Rihanna', 'rnb', 'dance', 'female vocalists']","['pop', 'rnb']",pop
2012,90,Havana Brown,We Run The Night,We Run The Night,"['dance', 'pop', 'House', 'party', 'female vocalists']",['pop'],pop
2012,94,Rihanna,Diamonds,Diamonds,"['pop', 'Rihanna', 'diamonds', 'rnb', '2012']","['pop', 'rnb']",pop
2012,95,Lee Brice,Hard To Love,Hard To Love,"['country', '3', 'modern country', 'fallon', 'Lori Richardson']",['country'],country
2012,97,Miguel,Adorn,Adorn,"['rnb', 'sexy', 'r&b', '2012', '10s']","['rnb', 'r&b']",r&b
2012,98,Jason Aldean,Fly Over States,Fly Over States,"['country', 'Jason Aldean', 'modern country', 'Awesome Aldean', 'fly over states']",['country'],country
2012,100,Linkin Park,Burn It Down,Burn It Down,"['rock', 'alternative rock', 'alternative', 'electronic rock', 'Linkin Park']",['rock'],rock
2013,1,Macklemore & Ryan Lewis,Can’t Hold Us,Cant Hold Us,"['Hip-Hop', 'hip hop', 'Macklemore', 'pop', 'british']","['Hip-Hop', 'hip hop', 'pop']",hip hop
2013,3,P!nk,Just Give Me A Reason,Just Give Me A Reason,"['pop', 'P!nk', 'female vocalists', 'love at first listen', '2013']",['pop'],pop
2013,4,Robin Thicke,Blurred Lines,Blurred Lines,"['dance', 'pop', '2013', 'r&b', 'rnb']","['pop', 'r&b', 'rnb']",pop
2013,5,Lorde,Royals,Royals,"['pop', 'indie', 'Lorde', 'electronic', '2013']","['pop', 'indie']",pop
2013,6,Robin Thicke,Blurred Lines,Blurred Lines,"['dance', 'pop', '2013', 'r&b', 'rnb']","['pop', 'r&b', 'rnb']",pop
2013,7,Katy Perry,Roar,Roar,"['pop', 'katy perry', 'roar', '2013', 'female vocalists']",['pop'],pop
2013,8,Justin Timberlake,Mirrors,Mirrors,"['pop', 'Justin Timberlake', 'epic', 'best of 2013', '2013']",['pop'],pop
2013,10,Miley Cyrus,We Can’t Stop,We Cant Stop,"['pop', 'Miley Cyrus', 'party', 'dance', 'Queen']",['pop'],pop
2013,11,Miley Cyrus,Wrecking Ball,Wrecking Ball,"['pop', 'love at first listen', '2013', 'Ballad', 'Miley Cyrus']",['pop'],pop
2013,12,will.i.am,Scream & Shout,Scream & Shout,"['dance', 'pop', 'party', 'Britney Spears', '2010s']",['pop'],pop
2013,13,Justin Timberlake,Suit & Tie,Suit & Tie,"['pop', 'Justin Timberlake', 'r&b', '2013', 'rnb']","['pop', 'r&b', 'rnb']",pop
2013,14,Rihanna,Stay,Stay,"['pop', 'rnb', 'Rihanna', 'Love', 'piano']","['pop', 'rnb']",pop
2013,15,Eminem,Berzerk,Berzerk,"['rap', 'Hip-Hop', '10s', 'Eminem', 'berzerk']","['rap', 'Hip-Hop']",rap
2013,16,Eminem,The Monster,The Monster,"['rap', 'Hip-Hop', 'pop', 'Eminem', 'hip hop']","['rap', 'Hip-Hop', 'pop', 'hip hop']",rap
2013,18,Florida Georgia Line,Cruise,Cruise,"['country', 'summer', 'cruise', 'flo rida Georgia line cruise', 'american']",['country'],country
2013,19,Bruno Mars,Treasure,Treasure,"['pop', 'funk', 'Disco', 'Bruno Mars', 'Treasure']",['pop'],pop
2013,20,Avicii,Wake Me Up!,Wake Me Up!,"['country', 'party', 'featuring', 'wrongly tagged', 'Avicii']",['country'],country
2013,21,Jay Z,Holy Grail,Holy Grail,"['Holy Grail', 'hip hop', 'Hip-Hop', '2013', 'Justin Timberlake']","['hip hop', 'Hip-Hop']",hip hop
2013,22,Drake,Started From The Bottom,Started From The Bottom,"['rap', 'hip hop', 'Drake', 'Hip-Hop', '10s']","['rap', 'hip hop', 'Hip-Hop']",rap
2013,24,Selena Gomez,Come & Get It,Come & Get It,"['pop', 'dance', 'female vocalists', '2013', 'Selena Gomez']",['pop'],pop
2013,25,Lady Gaga,Applause,Applause,"['pop', 'dance', 'artpop', 'electropop', 'applause']",['pop'],pop
2013,26,One Direction,Story Of My Life,Story Of My Life,"['pop', 'story of my life', 'one direction', 'love at first listen', 'british']",['pop'],pop
2013,27,Imagine Dragons,Demons,Demons,"['rock', 'indie', 'alternative', 'indie rock', 'IMAGINE DRAGONS']","['rock', 'indie']",rock
2013,28,Pitbull,Feel This Moment,Feel This Moment,"['pop', '2013', '2010s', 'dance', '10s']",['pop'],pop
2013,29,Zedd,Clarity,Clarity,"['electronic', 'House', 'pop', 'love at first listen', 'dance']",['pop'],pop
2013,30,Ylvis,The Fox,The Fox,"['comedy', 'pop', 'norwegian', 'dance', 'what does the fox say']",['pop'],pop
2013,31,Lil Wayne,Love Me,Love Me,"['love me', 'southern rap', 'Hip-Hop', 'rap', '2013']","['Hip-Hop', 'rap']",hip hop
2013,32,Icona Pop,I Love It,I Love It,"['dance', 'pop', 'electro house', 'electronic', 'electronica']",['pop'],pop
2013,33,Capital Cities,Safe And Sound,Safe And Sound,"['indie', 'electronic', 'pop', 'alternative', 'music choice: alternative']","['indie', 'pop']",indie
2013,34,OneRepublic,Counting Stars,Counting Stars,"['pop rock', 'rock', 'pop', 'love at first listen', 'melancholic']","['rock', 'pop']",rock
2013,35,Demi Lovato,Heart Attack,Heart Attack,"['pop', 'Demi Lovato', 'Heart attack', 'dance', 'demi']",['pop'],pop
2013,36,Ariana Grande,The Way,The Way,"['pop', 'Ariana', 'female vocalists', 'teen pop', 'rnb']","['pop', 'rnb']",pop
2013,37,Maroon 5,Love Somebody,Love Somebody,"['pop', 'rock', '2010s', '10s', 'ryan tedder']","['pop', 'rock']",pop
2013,38,Lana Del Rey,Summertime Sadness,Summertime Sadness,"['indie', 'pop', 'female vocalists', 'Lana Del Rey', 'indie pop']","['indie', 'pop']",indie
2013,39,Macklemore & Ryan Lewis,Same Love,Same Love,"['beautiful', 'protest song', 'hip hop', 'Progressive', 'anthem']",['hip hop'],hip hop
2013,41,PSY,Gentleman,Gentleman,"['k-pop', 'dance', 'pop', 'psy', 'Korean']",['pop'],pop
2013,45,2 Chainz,We Own It (Fast & Furious),We Own It (Fast & Furious),"['We own it', 'music', 'Hip-Hop', 'hip hop', 'rap']","['Hip-Hop', 'hip hop', 'rap']",hip hop
2013,46,Luke Bryan,That’s My Kind Of Night,Thats My Kind Of Night,"['country', 'KKK Country', 'racist country', 'Luke Bryan', 'similar to johnny rebel']",['country'],country
2013,47,Eminem,Survival,Survival,"['Hip-Hop', 'rap', 'hip hop', '10s', 'call of duty']","['Hip-Hop', 'rap', 'hip hop']",hip hop
2013,48,will.i.am,#thatPOWER,#thatPOWER,"['pop', 'dance', '2013', 'justin bieber', 'electronic']",['pop'],pop
2013,49,Calvin Harris,I Need Your Love,I Need Your Love,"['dance', 'electronic', 'pop', 'Disco', '2013']",['pop'],pop
2013,50,Mariah Carey,#Beautiful,#Beautiful,"['rnb', 'pop', 'soul', 'female vocalists', 'singer-songwriter']","['rnb', 'pop', 'soul']",r&b
2013,51,Eminem,Rap God,Rap God,"['rap', 'Hip-Hop', 'hip hop', 'fast rap', 'Eminem']","['rap', 'Hip-Hop', 'hip hop']",rap
2013,52,Darius Rucker,Wagon Wheel,Wagon Wheel,"['country', '2013', 'american', 'modern country', 'my favorite']",['country'],country
2013,53,Luke Bryan,Crash My Party,Crash My Party,"['country', 'KKK Country', 'racist country', 'similar to johnny rebel', 'edgy']",['country'],country
2013,54,Jason Derulo,The Other Side,The Other Side,"['pop', 'dance', 'electronic', 'american', 'male vocalists']",['pop'],pop
2013,55,One Direction,Best Song Ever,Best Song Ever,"['pop', 'one direction', '1d', 'Awesome', 'best song ever']",['pop'],pop
2013,56,Rihanna,Pour It Up,Pour It Up,"['pop', 'rnb', 'Hip-Hop', 'Rihanna', 'hip hop']","['pop', 'rnb', 'Hip-Hop', 'hip hop']",pop
2013,57,fun.,Carry On,Carry On,"['indie', 'rock', '10s', 'american', 'fun']","['indie', 'rock']",indie
2013,59,J. Cole,Power Trip,Power Trip,"['Hip-Hop', 'j cole', 'hip hop', 'rap', '2013']","['Hip-Hop', 'hip hop', 'rap']",hip hop
2013,60,Taylor Swift,22,22,"['pop', 'taylor swift', 'country', 'love at first listen', 'female vocalists']","['pop', 'country']",pop
2013,61,Rocko,U.O.E.N.O.,U.O.E.N.O.,"['Hip-Hop', 'hip hop', 'chill', 'rap', 'my song']","['Hip-Hop', 'hip hop', 'rap']",hip hop
2013,62,Drake,All Me,All Me,"['hip hop', 'rap', 'All Me - Drake', 'Hip-Hop', 'Drake']","['hip hop', 'rap', 'Hip-Hop']",hip hop
2013,63,Pitbull,Timber,Timber,"['pop', 'dance', 'party', '2013', 'timber']",['pop'],pop
2013,64,Tim McGraw With Taylor Swift,Highway Don’t Care,Highway Dont Care,"['country', 'taylor swift', 'pop', 'Tim McGraw', 'rock']","['country', 'pop', 'rock']",country
2013,65,Hunter Hayes,I Want Crazy,I Want Crazy,"['country', '2013', 'Awesome', 'guitar', 'male vocalists']",['country'],country
2013,67,Chris Brown,Love More,Love More,"['pop', 'Chris Brown', 'cool', 'Love more', 'dance']",['pop'],pop
2013,68,Paramore,Still Into You,Still Into You,"['rock', 'pop', '2013', 'love at first listen', 'pop rock']","['rock', 'pop']",rock
2013,69,Blake Shelton,Sure Be Cool If You Did,Sure Be Cool If You Did,"['country', 'Blake Shelton', 'Blake Sheton', 'modern country', 'new country']",['country'],country
2013,70,Olly Murs,Troublemaker,Troublemaker,"['pop', 'british', 'dance', 'male vocalists', 'Favourites']",['pop'],pop
2013,71,Phillip Phillips,"Gone, Gone, Gone","Gone, Gone, Gone","['folk', 'alternative rock', 'phillip phillips', 'american', 'pop']",['pop'],pop
2013,72,Thomas Rhett,It Goes Like This,It Goes Like This,"['country', '2013', 'modern country', 'great song', 'new country']",['country'],country
2013,73,Robin Thicke,Give It 2 U,Give It 2 U,"['pop', 'dance pop', 'electronic', 'kendrick lamar', 'dance']",['pop'],pop
2013,74,Katy Perry,Unconditionally,Unconditionally,"['pop', 'Ballad', 'katy perry', 'love at first listen', 'prism']",['pop'],pop
2013,76,Ke$ha,C’Mon,CMon,"['pop', 'dance', 'electropop', 'love at first listen', 'female vocalists']",['pop'],pop
2013,78,Ciara,Body Party,Body Party,"['r&b', 'rnb', 'sexy', 'Ciara', 'female vocalists']","['r&b', 'rnb']",r&b
2013,79,J. Cole,Crooked Smile,Crooked Smile,"['Hip-Hop', '2013', 'hip hop', 'rap', 'walking']","['Hip-Hop', 'hip hop', 'rap']",hip hop
2013,82,Bruno Mars,Gorilla,Gorilla,"['pop', 'rnb', 'american', 'Love', 'rock']","['pop', 'rnb', 'rock']",pop
2013,83,Florida Georgia Line,Get Your Shine On,Get Your Shine On,"['country', 'country cool', 'Driving', 'pop country', 'twang']",['country'],country
2013,84,Lady Antebellum,Downtown,Downtown,"['country', 'lady antebellum', 'song', 'modern country', 'love at first listen']",['country'],country
2013,85,Justin Timberlake,Take Back The Night,Take Back The Night,"['pop', 'dance', 'r&b', 'rnb', '2013']","['pop', 'r&b', 'rnb']",pop
2013,88,Florida Georgia Line,Round Here,Round Here,"['country', '2013', 'modern country', 'great song', '2010s']",['country'],country
